date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
20140521T000000,625k,4,2.5,2630,48706,2,0,0,3,2630,0,1986,,16021 NE 203rd Pl,Woodinville,WA 98072,USA
20140521T000000,150k,3,1,1010,25000,1,0,0,3,1010,0,1966,,10626 Kelly Rd NE,Carnation,WA 98014,USA
20140521T000000,389.999k,3,2.25,1445,1471,2,0,0,3,1300,145,2003,,206 Lingering Pine Dr NW,Issaquah,WA 98027,USA
20140521T000000,285k,3,1.75,2380,6000,1.5,0,0,3,1320,1060,1935,,8723 S 117th St,Seattle,WA 98178,USA
20140521T000000,744k,4,2.75,2830,13059,2,0,0,3,2830,0,1998,,26592 SE 15th St,Sammamish,WA 98075,USA
20140521T000000,700k,4,2.5,3010,46173,2,0,0,3,3010,0,1996,,4375 279th Ave NE,Redmond,WA 98053,USA
20140521T000000,318.989k,4,2.25,2000,9000,1,0,0,4,2000,0,1978,,4231 SW 323rd St,Federal Way,WA 98023,USA
20140521T000000,556k,3,2.25,2020,3600,2,0,0,3,2020,0,1998,,13031 NE 70th Dr,Kirkland,WA 98033,USA
20140521T000000,275k,3,2.5,2030,6326,2,0,0,3,2030,0,1993,,23418 SE 282nd Pl,Maple Valley,WA 98038,USA
20140521T000000,430k,3,2.75,2550,11160,2,0,0,3,2550,0,1994,,14540 5th Ave NE,Shoreline,WA 98155,USA
20140521T000000,300k,2,1,970,13700,1,0,0,3,970,0,1949,,9807 22nd Ave SW,Seattle,WA 98106,USA
20140521T000000,396.45k,3,1.75,1540,12446,1,0,0,5,1540,0,1967,,1106-1128 Lewis Ln SE,Issaquah,WA 98027,USA
20140521T000000,225k,2,1,1396,111949,1,0,0,3,1396,0,1940,1997,24841 Redmond-Fall City Rd NE,Redmond,WA 98053,USA
20140521T000000,700k,4,3.25,2780,7875,2,0,0,3,2780,0,2006,,543 N 138th St,Seattle,WA 98133,USA
20140521T000000,260k,6,2,2220,8797,1,0,0,3,2220,0,1977,,142 11th St SE,Auburn,WA 98002,USA
20140521T000000,655k,4,3.5,2350,13402,2,0,3,3,1670,680,1994,,11221 NE 106th Pl,Kirkland,WA 98033,USA
20140521T000000,1.185m,3,2.25,2760,40946,2,0,0,5,2760,0,1978,,13204 NE 45th St,Bellevue,WA 98005,USA
20140521T000000,1.55m,3,2.5,4460,26027,2,0,0,3,4460,0,1992,,126th Ln NE,Kirkland,WA 98033,USA
20140521T000000,413.8k,3,2,1440,4421,1,0,0,3,1440,0,2007,,23571-23613 NE Twinberry Way,Redmond,WA 98053,USA
20140521T000000,950k,5,3.75,5330,6000,2,0,2,3,3570,1760,2006,,832 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA
20140521T000000,334.99k,4,2.5,2220,4228,2,0,0,3,2220,0,2014,,11283-11399 5th Ave SW,Seattle,WA 98146,USA
20140521T000000,2.7m,5,4.75,5305,8401,2,0,2,3,3745,1560,2005,,1010 6th St W,Kirkland,WA 98033,USA
20140521T000000,1.03m,3,4,3880,13095,2,0,3,3,3700,180,2009,,8090 Juanita Dr NE,Kirkland,WA 98034,USA
20140521T000000,1.13m,4,3.25,3810,8519,1,0,1,3,2680,1130,2007,,10022 NE 110th St,Kirkland,WA 98033,USA
20140521T000000,556k,3,3,1960,1168,2,0,0,3,1600,360,2007,,1150 NE Park Dr,Issaquah,WA 98029,USA
20140521T000000,360k,3,2.5,1530,1131,3,0,0,3,1530,0,2009,,933 N 97th St,Seattle,WA 98103,USA
20140522T000000,243.5k,4,2.5,1980,7403,2,0,0,3,1980,0,1988,,3002 SW 349th Pl,Federal Way,WA 98023,USA
20140522T000000,480k,4,2.25,3250,34293,2,0,0,4,3250,0,1983,,28030 185th Pl SE,Kent,WA 98042,USA
20140522T000000,324k,3,2.5,1750,7208,2,0,0,3,1750,0,1994,,11201 SE 190th Pl,Renton,WA 98055,USA
20140522T000000,1.05m,4,3.25,3440,35021,2,0,0,3,3440,0,1983,,11704 NE 41st St,Kirkland,WA 98033,USA
20140522T000000,275k,1,0.75,1170,14149,1,0,0,5,880,290,1962,,37316 W Lake Walker Dr SE,Enumclaw,WA 98022,USA
20140522T000000,180k,3,1,870,5330,1,0,0,3,870,0,1969,2014,19654 SE 260th St,Covington,WA 98042,USA
20140522T000000,749k,4,2.5,2930,18199,2,0,0,3,2930,0,1998,,1645 219th Pl SE,Sammamish,WA 98075,USA
20140522T000000,1.6m,3,2.5,3160,12824,1,0,2,4,1820,1340,1966,,9410 Lake Washington Blvd NE,Bellevue,WA 98004,USA
20140522T000000,373.5k,2,1,800,3330,1,0,0,3,800,0,1918,,108 NW 41st St,Seattle,WA 98107,USA
20140522T000000,770k,4,2.5,2350,8001,2,0,0,4,2350,0,1987,,14019 SE 61st Pl,Bellevue,WA 98006,USA
20140522T000000,356k,2,1.75,1060,16470,1,0,0,3,1060,0,1977,,15523 187th Ave NE,Woodinville,WA 98072,USA
20140522T000000,625k,3,1.75,2060,12558,1,0,0,4,1350,710,1984,,6619 147th Ct NE,Redmond,WA 98052,USA
20140522T000000,494.4k,2,1.75,1560,1750,1,0,0,4,780,780,1904,,115 Blaine St,Seattle,WA 98109,USA
20140522T000000,585k,4,1.75,3000,42200,1,0,3,3,1500,1500,1950,,3901 Park Ave N,Renton,WA 98056,USA
20140522T000000,926.3k,3,1.5,1660,4800,2,0,0,3,1660,0,1907,,1814 1st Ave W,Seattle,WA 98119,USA
20140522T000000,600k,3,1.75,1650,5100,1,0,0,5,1040,610,1908,,547 NE 81st St,Seattle,WA 98115,USA
20140522T000000,430k,4,3,3220,8936,2,0,0,3,2450,770,1990,,20301 96th Ave S,Kent,WA 98031,USA
20140522T000000,307k,3,1.5,2320,7500,1,0,0,3,2320,0,1976,,26905 NE Cherry St,Duvall,WA 98019,USA
20140522T000000,604.7k,4,2.75,2750,14982,1,0,3,3,1720,1030,1981,,27318 10th Pl S,Des Moines,WA 98198,USA
20140522T000000,219.9k,3,1,910,6000,1,0,0,2,910,0,1956,,303 SW 108th St,Seattle,WA 98146,USA
20140522T000000,270k,2,1.5,840,867,2,0,0,3,840,0,2005,,9122 23rd Ave NE,Seattle,WA 98115,USA
20140522T000000,330k,5,2.25,2000,7900,1,0,0,4,1300,700,1986,,3202 S 194th St,SeaTac,WA 98188,USA
20140522T000000,432k,3,2.25,1470,1578,2,0,0,3,1090,380,2007,,7202 California Ave SW,Seattle,WA 98136,USA
20140522T000000,300k,6,2,2040,10812,1,0,0,4,2040,0,1943,,555 Index Ave NE,Renton,WA 98056,USA
20140522T000000,361k,3,1,1100,4046,1.5,0,4,4,1100,0,1922,,28764 Redondo Beach Dr S,Des Moines,WA 98198,USA
20140522T000000,249.95k,2,1,940,8532,1,0,0,4,940,0,1959,,628 SW 136th St,Burien,WA 98166,USA
20140522T000000,320k,3,2,1110,10500,1,0,0,5,1110,0,1978,,17040 426th Ave SE,North Bend,WA 98045,USA
20140522T000000,305k,4,1.75,2200,8100,1.5,0,0,5,1400,800,1942,,12036 23rd Ave S,Seattle,WA 98168,USA
20140522T000000,503k,2,1.75,2860,59612,1,1,4,3,1510,1350,1948,2003,4338 SW 307th St,Federal Way,WA 98023,USA
20140522T000000,370k,4,2.75,3150,67518,1,0,0,4,2250,900,1965,,10867-11003 SE 295th St,Auburn,WA 98092,USA
20140522T000000,475k,3,2.25,1820,8008,1,0,0,3,1240,580,1981,,17202 NE 134th Pl,Redmond,WA 98052,USA
20140522T000000,235.75k,2,1,740,11250,1,0,0,2,740,0,1938,,11050 24th Pl SW,Seattle,WA 98146,USA
20140522T000000,657k,4,1.75,2740,8520,1,0,2,3,1370,1370,1954,,5524 S Morgan St,Seattle,WA 98118,USA
20140522T000000,505k,3,2.25,1670,1596,2,0,0,3,1220,450,2002,,3019 30th Ave W,Seattle,WA 98199,USA
20140522T000000,657.5k,3,2.5,2670,10496,2,0,0,3,2670,0,1989,,1917 235th Ct NE,Sammamish,WA 98074,USA
20140522T000000,385k,3,1,1250,7300,1,0,0,4,1250,0,1956,,16204 SE 8th St,Bellevue,WA 98008,USA
20140522T000000,389.95k,4,2.5,3140,8060,2,0,0,3,3140,0,1991,,32800 7th Ave SW,Federal Way,WA 98023,USA
20140522T000000,301.35k,3,3,1860,7440,1,0,0,5,1040,820,1954,,10744 62nd Ave S,Seattle,WA 98178,USA
20140522T000000,150k,2,1,820,10270,1,0,0,3,820,0,1954,,10218 Aqua Way S,Seattle,WA 98168,USA
20140522T000000,254.5k,4,2.75,2570,7264,2,0,0,3,1720,850,1998,,1621 56th Ct SE,Auburn,WA 98092,USA
20140522T000000,850k,4,3.25,3090,6744,2,0,4,3,3090,0,1923,2013,19117-19123 Richmond Beach Dr NW,Shoreline,WA 98177,USA
20140522T000000,555k,4,2.25,2350,8140,1,0,0,4,1430,920,1977,,15800 SE 50th St,Bellevue,WA 98006,USA
20140522T000000,1.075m,4,3,3600,9200,1,0,4,4,2100,1500,1976,,2646 168th Ave SE,Bellevue,WA 98008,USA
20140522T000000,245k,4,2,1580,8000,1,0,0,3,1040,540,1967,,2306 S 284th Pl,Federal Way,WA 98003,USA
20140522T000000,319.95k,2,1,1070,5824,1,0,2,5,1070,0,1949,,7057 S Lakeridge Dr,Seattle,WA 98178,USA
20140522T000000,337k,3,1,1070,6109,1,0,0,5,1070,0,1951,,12551 Roosevelt Way NE,Seattle,WA 98125,USA
20140522T000000,492k,4,2,1640,5000,2,0,0,3,1640,0,1907,1983,639 NW 52nd St,Seattle,WA 98107,USA
20140522T000000,1.17m,3,2.75,2890,12130,2,0,3,4,2830,60,1987,,4506 Lake Washington Blvd NE,Kirkland,WA 98033,USA
20140522T000000,348.58k,3,1,1220,7876,1,0,0,3,1220,0,1966,,14405 105th Ave NE,Kirkland,WA 98034,USA
20140522T000000,180k,2,1,1400,4500,1,0,0,3,900,500,1922,,309 Hardie Ave NW,Renton,WA 98057,USA
20140522T000000,400k,3,1,1040,6250,1,0,0,3,1040,0,1942,,5440 42nd Ave SW,Seattle,WA 98136,USA
20140522T000000,295k,4,2,980,10640,1,0,0,5,980,0,1978,,17026 426th Ave SE,North Bend,WA 98045,USA
20140522T000000,910k,4,3.25,3340,10890,1.5,0,0,3,2240,1100,1963,2000,15243 NE 71st Ct,Redmond,WA 98052,USA
20140522T000000,1.15m,6,4.5,6040,219542,2,0,0,3,4100,1940,1996,,4616 252nd Ave SE,Issaquah,WA 98029,USA
20140522T000000,273k,4,3,1990,6180,2,0,0,3,1990,0,1990,,32706 20th Ave SW,Federal Way,WA 98023,USA
20140522T000000,431.5k,3,3.5,1900,1612,2,0,0,3,1430,470,2008,,6527 41st Ave SW,Seattle,WA 98136,USA
20140522T000000,240k,4,2.25,1720,8300,1,0,0,4,1720,0,1973,,31510 41st Ave SW,Federal Way,WA 98023,USA
20140522T000000,180k,4,1.5,1740,7292,1,0,0,3,1020,720,1962,,13904 24th Ave S,SeaTac,WA 98168,USA
20140522T000000,677k,3,2,2000,3207,1,0,0,4,1100,900,1916,,1330 N Lucas Pl,Seattle,WA 98103,USA
20140522T000000,1.1805m,3,1.75,1610,7200,1,0,0,3,1090,520,1973,,1015 36th Ave E,Seattle,WA 98112,USA
20140522T000000,635.7k,4,2.5,3240,13978,1,0,0,3,1860,1380,1977,,2069 211th Ave NE,Sammamish,WA 98074,USA
20140522T000000,482k,5,2.25,2230,9600,1,0,0,3,1320,910,1978,,16218 195th Pl NE,Woodinville,WA 98077,USA
20140522T000000,168k,2,2.5,1160,2174,2,0,0,3,1160,0,1998,,8601-8633 26th Ave SW,Seattle,WA 98106,USA
20140522T000000,805k,4,2.75,2410,6000,1,0,0,5,1410,1000,1950,,3210 NW 58th St,Seattle,WA 98107,USA
20140522T000000,398k,2,1,590,10945,1.5,0,0,3,590,0,1983,,29613-29615 232nd Ave SE,Black Diamond,WA 98010,USA
20140522T000000,665k,4,2.5,2600,17388,2,0,0,3,2600,0,1996,,14623 SE 82nd Ct,Newcastle,WA 98059,USA
20140522T000000,592.5k,4,3,2170,8240,1,0,0,4,1370,800,1968,,18504 NE 21st St,Redmond,WA 98052,USA
20140522T000000,940k,4,2.75,2080,4000,1.5,0,0,3,2080,0,1912,2000,6042 Sycamore Ave NW,Seattle,WA 98107,USA
20140522T000000,655k,4,2.5,2860,12394,2,0,0,3,2860,0,1999,,2853 234th Ave SE,Sammamish,WA 98075,USA
20140522T000000,622.5k,4,2.5,2980,8107,2,0,0,3,2980,0,2000,,34823 Rhododendron Dr SE,Snoqualmie,WA 98065,USA
20140522T000000,380k,2,2.5,1230,987,2,0,0,3,1060,170,2011,,2031 S Washington St,Seattle,WA 98144,USA
20140522T000000,648.36k,4,1.75,2260,7005,1,0,1,4,1130,1130,1947,,137 18th Ave,Kirkland,WA 98033,USA
20140522T000000,432k,3,2.75,2200,14925,1,0,0,3,1100,1100,1982,,21013 NE 60th Pl,Redmond,WA 98053,USA
20140522T000000,1.05m,4,2.5,3030,12590,1.5,0,0,4,3030,0,1988,,3255 111th Ave SE,Bellevue,WA 98004,USA
20140522T000000,353.25k,2,1,1060,1600,2,0,0,3,1060,0,1979,,1523 30th Ave S,Seattle,WA 98144,USA
20140522T000000,1000k,4,3,4260,18687,2,0,0,3,4260,0,1996,,2432 267th Ct SE,Sammamish,WA 98075,USA
20140522T000000,320k,3,2.25,998,844,2,0,0,3,798,200,2007,,820 NW 95th St,Seattle,WA 98117,USA
20140522T000000,349.9k,4,2.5,2052,3723,2,0,0,3,2052,0,2014,,35650 30th Ave S,Federal Way,WA 98003,USA
20140522T000000,330k,4,3.5,3150,6202,2,0,0,3,3150,0,2005,,22547 134th Pl SE,Kent,WA 98042,USA
20140522T000000,408k,3,2.25,1950,7221,1,0,0,4,1950,0,2006,,3742 S 192nd St,SeaTac,WA 98188,USA
20140522T000000,321k,3,2.25,1347,1292,3,0,0,3,1347,0,2010,,14007-14017 35th Ave NE,Seattle,WA 98125,USA
20140522T000000,1.051m,4,3.75,3860,5474,2.5,0,0,3,3860,0,2007,,2603 NE Davis Loop,Issaquah,WA 98029,USA
20140522T000000,2.15m,4,5.5,5060,10320,2,0,0,3,5060,0,2008,,1500-1598 98th Ave NE,Bellevue,WA 98004,USA
20140522T000000,359k,3,1.5,1360,885,3,0,0,3,1360,0,2008,,709 N 94th St,Seattle,WA 98103,USA
20140522T000000,300k,5,2.5,2760,6000,2,0,0,3,2760,0,2006,,843 S Rose St,Seattle,WA 98108,USA
20140522T000000,380k,5,3.5,2420,4670,2,0,0,3,2420,0,2013,,8803 38th Ave S,Seattle,WA 98118,USA
20140522T000000,660k,3,2.5,2450,4332,2,0,0,3,2450,0,2010,,10741 242nd Pl NE,Redmond,WA 98053,USA
20140522T000000,355k,3,2.25,1280,959,3,0,0,3,1280,0,2005,,8526 Nesbit Ave N,Seattle,WA 98103,USA
20140522T000000,259k,3,2.5,1550,3569,2,0,0,3,1550,0,2011,,1506 51st St NE,Auburn,WA 98002,USA
20140522T000000,353k,1,1,550,1279,2,0,0,3,550,0,2008,,1620 14th Ave,Seattle,WA 98122,USA
20140522T000000,430k,2,2.5,1520,1588,2,0,0,3,1240,280,2007,,2310 15th Ave S,Seattle,WA 98144,USA
20140523T000000,460k,3,1,1670,4005,1.5,0,0,4,1170,500,1939,,8030 18th Ave NW,Seattle,WA 98117,USA
20140523T000000,80k,1,0.75,430,5050,1,0,0,2,430,0,1912,,32215 E Rutherford St,Carnation,WA 98014,USA
20140523T000000,782k,4,2.5,2380,9614,2,0,0,4,2380,0,1991,,16810 SE 47th Way,Bellevue,WA 98006,USA
20140523T000000,218k,3,1,960,9633,1,0,0,5,960,0,1982,,506 Harmony Ln,Enumclaw,WA 98022,USA
20140523T000000,325k,3,1,1920,6862,1,0,2,3,1120,800,1952,,4602 S Fletcher St,Seattle,WA 98118,USA
20140523T000000,980k,4,3,3680,5854,1,0,3,3,2060,1620,1967,,1414 Magnolia Blvd W,Seattle,WA 98199,USA
20140523T000000,902k,4,2.25,2530,9200,1,0,0,5,1570,960,1976,,4632 141st Ct SE,Bellevue,WA 98006,USA
20140523T000000,556k,5,2.5,3840,16905,2,0,0,3,3840,0,1991,,739 SW 337th St,Federal Way,WA 98023,USA
20140523T000000,662.99k,3,1.75,1240,3600,1.5,0,0,5,1240,0,1926,,2552 57th Ave SW,Seattle,WA 98116,USA
20140523T000000,225k,2,1,1300,11867,1.5,0,0,4,1300,0,1975,,33023 SE 310th St,Ravensdale,WA 98051,USA
20140523T000000,439.95k,4,2.5,2380,12067,2,0,0,3,2380,0,2002,,313 Mt Baker Pl NE,Renton,WA 98059,USA
20140523T000000,175k,2,1,1300,44431,1,0,0,5,1300,0,1958,,30557 55th Ave S,Auburn,WA 98001,USA
20140523T000000,306k,2,1,780,13500,1,0,0,4,780,0,1946,1989,15210 Mink Rd NE,Woodinville,WA 98077,USA
20140523T000000,235k,4,2.5,1810,39639,1,0,0,3,1230,580,1970,,17421 SE Covington Sawyer Rd,Kent,WA 98042,USA
20140523T000000,399.5k,3,1.75,2420,12676,2,0,0,3,2420,0,1911,1986,227 W Park St,North Bend,WA 98045,USA
20140523T000000,478k,3,1,1280,2580,1.5,0,0,3,1280,0,1910,2014,6008 8th Ave NE,Seattle,WA 98115,USA
20140523T000000,515k,2,1,1680,6500,1,0,0,4,1140,540,1941,,5906 44th Ave SW,Seattle,WA 98136,USA
20140523T000000,550k,3,2.5,2510,5400,2,0,0,3,2510,0,1992,,919 N 33rd St,Renton,WA 98056,USA
20140523T000000,149k,3,1,1700,8645,1,0,0,3,1700,0,1955,,12701 2nd Ave SW,Seattle,WA 98146,USA
20140523T000000,526k,3,1.75,1680,3420,1,0,0,3,960,720,1992,,7717 35th Ave NE,Seattle,WA 98115,USA
20140523T000000,527.55k,1,0.75,820,59677,1,0,0,3,820,0,1999,,7608 N Fork Rd SE,Snoqualmie,WA 98065,USA
20140523T000000,1.05m,3,4,4380,42769,2,0,0,5,4380,0,1983,,17301 NE 131st St,Redmond,WA 98052,USA
20140523T000000,354.8k,3,2,1370,78408,1,0,0,5,1370,0,1964,,24007 196th Ave SE,Covington,WA 98042,USA
20140523T000000,404k,4,3,4060,35621,1,0,0,3,2030,2030,1989,,32915 176th Ave SE,Auburn,WA 98092,USA
20140523T000000,625k,3,2.5,2600,10092,1,0,0,3,2600,0,1984,,22922 NE 14th St,Sammamish,WA 98074,USA
20140523T000000,950k,5,3.25,3400,7452,2,0,0,3,3400,0,1999,,15251 NE 6th St,Bellevue,WA 98007,USA
20140523T000000,377.691k,5,1.75,2120,8399,1,0,0,4,1320,800,1942,,18318 Meridian Ave N,Shoreline,WA 98133,USA
20140523T000000,648.475k,4,2.75,2250,5700,1,0,0,3,1200,1050,1951,,2436 Dexter Ave N,Seattle,WA 98109,USA
20140523T000000,383k,3,1,1800,5612,1,0,0,4,1200,600,1942,,8639 36th Ave SW,Seattle,WA 98126,USA
20140523T000000,535k,3,2.5,2210,7620,2,0,0,3,2210,0,1994,,10526 157th Ave NE,Redmond,WA 98052,USA
20140523T000000,449.95k,3,2,1560,4080,2,0,0,3,1560,0,1923,1982,828 NE 83rd St,Seattle,WA 98115,USA
20140523T000000,465.425k,4,2.75,2430,20720,1,0,0,3,2430,0,1967,,14951 NE 204th St,Woodinville,WA 98072,USA
20140523T000000,675k,4,2.5,2560,36601,2,0,0,4,2560,0,1987,,26007 SE 27th St,Sammamish,WA 98075,USA
20140523T000000,599k,3,2.75,1960,2500,1.5,0,0,5,1410,550,1926,,427 N 63rd St,Seattle,WA 98103,USA
20140523T000000,416k,3,1.5,1110,9762,1,0,0,4,1110,0,1963,,14222 NE 80th Pl,Redmond,WA 98052,USA
20140523T000000,595k,2,1.5,1030,4500,1,0,0,3,830,200,1924,,2726 Mayfair Ave N,Seattle,WA 98109,USA
20140523T000000,200k,4,1,1350,11507,1,0,0,3,1350,0,1966,,19516-19598 108th Ave SE,Renton,WA 98055,USA
20140523T000000,402k,3,2,1540,1827,2,0,0,3,1540,0,2005,,2460 NE Park Dr,Issaquah,WA 98029,USA
20140523T000000,433k,4,1.75,1830,9600,1,0,0,4,1010,820,1966,,16130 SE Newport Way,Bellevue,WA 98006,USA
20140523T000000,275k,4,1.5,1930,15531,2,0,0,3,1930,0,1979,,28616 28th Pl S,Federal Way,WA 98003,USA
20140523T000000,410k,3,2,1650,9641,1.5,0,0,3,1650,0,1983,,12721 83rd Ct NE,Kirkland,WA 98034,USA
20140523T000000,554.82k,4,2,3510,12905,1,0,2,3,2210,1300,1965,1982,1962 SW 172nd St,Burien,WA 98166,USA
20140523T000000,1.325m,4,3,3370,7920,1,0,3,3,1860,1510,1988,,3524 NW 67th St,Seattle,WA 98117,USA
20140523T000000,735k,3,2.5,2390,9157,2,0,0,3,2390,0,1984,,14500-14526 NE 61st St,Redmond,WA 98052,USA
20140523T000000,607k,3,1,1230,8114,1,0,0,4,1230,0,1951,,3126 108th Ave SE,Bellevue,WA 98004,USA
20140523T000000,549.9k,4,3,2830,213879,2,0,0,4,2830,0,1987,,34422 176th Ave SE,Auburn,WA 98092,USA
20140523T000000,258k,3,1.75,1620,7540,1,0,0,3,1310,310,1988,,21659 SE 266th St,Maple Valley,WA 98038,USA
20140523T000000,661.254k,4,4,2290,6250,1.5,0,0,5,1690,600,1940,,2319 41st Ave SW,Seattle,WA 98116,USA
20140523T000000,945k,4,2,2840,13367,1,0,0,3,1420,1420,1952,,9723 NE 15th St,Clyde Hill,WA 98004,USA
20140523T000000,799.95k,4,3.5,4220,196817,2,0,0,3,4220,0,1993,,5002 Jasmine Ave SE,Auburn,WA 98092,USA
20140523T000000,132.5k,3,1,1080,10500,1,0,0,3,1080,0,1967,,4411 S 314th St,Auburn,WA 98001,USA
20140523T000000,467.1k,3,1.75,1620,8645,1,0,0,3,1190,430,1973,,6605-6609 141st Pl NE,Redmond,WA 98052,USA
20140523T000000,1.61m,4,3.5,4390,11600,2,0,3,3,3060,1330,1990,,2758 68th Ave SE,Mercer Island,WA 98040,USA
20140523T000000,641k,3,1.75,1620,3975,1,0,0,5,940,680,1926,,6729 Dibble Ave NW,Seattle,WA 98117,USA
20140523T000000,350k,3,1,1010,11244,1,0,0,4,1010,0,1947,,16220 8th Ave NE,Shoreline,WA 98155,USA
20140523T000000,335k,4,2.5,1750,8476,1,0,0,4,1240,510,1983,,15216 SE 176th Pl,Renton,WA 98058,USA
20140523T000000,900k,3,3.5,4080,217697,1.5,0,3,3,4080,0,2000,,37739 Auburn Enumclaw Rd SE,Auburn,WA 98092,USA
20140523T000000,300k,4,2.5,1960,9898,2,0,0,3,1960,0,2001,,24330 130th Ave SE,Kent,WA 98030,USA
20140523T000000,440k,4,2.5,2560,10400,1,0,0,4,1280,1280,1965,,749 Mountain View Pl SW,Issaquah,WA 98027,USA
20140523T000000,464.6k,3,1.75,1120,5500,1.5,0,0,4,1120,0,1925,,6617 Beveridge Pl SW,Seattle,WA 98136,USA
20140523T000000,1.2m,4,3.5,4740,172497,2,0,0,3,4740,0,2003,,19933 NE 85th St,Redmond,WA 98053,USA
20140523T000000,300k,2,1,1340,7788,1,0,2,3,1340,0,1947,,7111 S Ryan St,Seattle,WA 98178,USA
20140523T000000,670.5k,4,2,1590,6750,1,0,0,3,1590,0,1951,,2333 12th Ave E,Seattle,WA 98102,USA
20140523T000000,552k,3,1,1430,5000,1,0,0,4,1080,350,1919,,6008 29th Ave NE,Seattle,WA 98115,USA
20140523T000000,244k,4,1,1450,8960,1,0,0,3,1450,0,1943,,1011 SW 118th St,Seattle,WA 98146,USA
20140523T000000,788.6k,4,2.75,3500,7200,2,0,0,3,3500,0,2005,,8930-9034 236th Ave NE,Redmond,WA 98053,USA
20140523T000000,445k,3,2,1630,8702,1,0,0,3,1630,0,1987,,1905 NE 29th Ct,Renton,WA 98056,USA
20140523T000000,530k,4,1.75,1814,5000,1,0,0,4,944,870,1951,,7532 44th Ave NE,Seattle,WA 98115,USA
20140523T000000,90k,2,1,580,7500,1,0,0,3,580,0,1943,,6621 S 131st Pl,Seattle,WA 98178,USA
20140523T000000,585k,3,2,1670,4572,1.5,0,0,3,1670,0,1931,,7705 13th Ave NW,Seattle,WA 98117,USA
20140523T000000,498k,2,2,1140,8282,1,0,0,3,1140,0,1924,2009,2086 Market St,Kirkland,WA 98033,USA
20140523T000000,379k,2,1,800,6380,1,0,2,3,800,0,1940,,1709 NE 86th St,Seattle,WA 98115,USA
20140523T000000,462k,3,1.75,1300,2580,1,0,0,5,820,480,1919,,825 NE 63rd St,Seattle,WA 98115,USA
20140523T000000,388k,4,2.5,2440,7155,2,0,0,3,2440,0,1993,,16032 SE 170th Pl,Renton,WA 98058,USA
20140523T000000,255k,3,2,1490,8371,1.5,0,0,3,1490,0,1984,,11405 SE 229th St,Kent,WA 98031,USA
20140523T000000,665k,3,2.75,1800,9550,1,0,0,4,1320,480,1966,,12115 SE 44th Pl,Bellevue,WA 98006,USA
20140523T000000,550k,3,2,1830,9152,1,0,0,5,1830,0,1959,,11815 SE 56th St,Bellevue,WA 98006,USA
20140523T000000,606k,3,1,1500,3920,1,0,0,3,1000,500,1947,,128 NW 59th St,Seattle,WA 98107,USA
20140523T000000,334k,4,2.5,2210,6080,1,0,2,4,1410,800,1965,,12413 84th Ave S,Seattle,WA 98178,USA
20140523T000000,360k,3,2,1270,1323,3,0,0,3,1270,0,2006,,8830 Midvale Ave N,Seattle,WA 98103,USA
20140523T000000,235k,2,1,1140,1730,1.5,0,0,3,1010,130,2007,,3002 SW Cycle Ct,Seattle,WA 98126,USA
20140523T000000,580k,3,2.5,1620,1173,3,0,4,3,1470,150,2008,,5410 Greenwood Ave N,Seattle,WA 98103,USA
20140523T000000,355k,3,2,1220,1186,3,0,0,3,1220,0,2007,,9245a Interlake Ave N,Seattle,WA 98103,USA
20140523T000000,375k,2,2.5,750,1430,2,0,0,3,750,0,2006,,1700 E Columbia St,Seattle,WA 98122,USA
20140524T000000,372k,4,1.75,1960,9300,1,0,0,5,1340,620,1979,,16803 426th Pl SE,North Bend,WA 98045,USA
20140524T000000,479k,3,1,1370,3000,1.5,0,0,3,1370,0,1924,,611 N 46th St,Seattle,WA 98103,USA
20140524T000000,2m,5,4,4580,4443,3,1,4,3,4580,0,2004,,4277 E Lake Sammamish Shore Ln SE,Sammamish,WA 98075,USA
20140524T000000,1.68m,4,4.25,5584,68257,2,0,0,3,5584,0,1998,,29002 NE 3rd Way,Carnation,WA 98014,USA
20140524T000000,501k,2,1,1010,4320,1,0,0,5,1010,0,1924,,7550 Roosevelt Way NE,Seattle,WA 98115,USA
20140524T000000,245k,3,1.75,1260,6908,1,0,0,3,1260,0,1994,,23221 SE 242nd St,Maple Valley,WA 98038,USA
20140524T000000,496.7k,3,2.5,1740,5782,2,0,0,4,1740,0,1989,,3512 253rd Ct SE,Issaquah,WA 98029,USA
20140524T000000,347k,4,1.5,2670,10026,2,0,0,3,2670,0,1996,,1121 48th Ct SE,Auburn,WA 98092,USA
20140524T000000,199k,2,1,720,7200,1,0,0,5,720,0,1943,,3113 SE 6th St,Renton,WA 98058,USA
20140524T000000,440.5k,3,2.5,2460,4399,2,0,0,3,2460,0,2007,,34214 SE Carmichael St,Snoqualmie,WA 98065,USA
20140524T000000,820k,4,2.5,3670,7000,2,0,0,3,3670,0,2005,,19454 SE 27th Pl,Sammamish,WA 98075,USA
20140525T000000,325k,4,3.5,2630,3435,1.5,0,3,3,1640,990,1984,,18641 48th Pl S,SeaTac,WA 98188,USA
20140525T000000,195k,3,1.75,1570,8459,1,0,0,3,1570,0,1991,,1168 Semanski St,Enumclaw,WA 98022,USA
