,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,price_Z,price_MM,price_Log
396,20140508T000000,297950,3,2.0,1240,10800,1.0,0,0.0,3.0,1240,0,1967,2010.0,17109 139th Pl SE,Renton,WA 98058,USA,-0.6919616491652633,0.03149115899491731,12.604680966175126
397,20140508T000000,245000,3,1.5,1260,7964,1.0,0,0.0,4.0,1260,0,1955,,168 S 192nd Pl,Des Moines,WA 98148,USA,-0.8331433638614248,0.02391008662037368,12.409013489526863
398,20140508T000000,543200,6,2.25,2820,15600,1.5,0,2.0,5.0,1970,850,1940,,15451 22nd Ave SW,Burien,WA 98166,USA,-0.038046341719868836,0.06660462452573557,13.205232855226624
399,20140508T000000,1250000,4,3.25,3820,24166,2.0,0,1.0,4.0,3310,510,1990,,8565 E Mercer Way,Mercer Island,WA 98040,USA,1.8465095779637388,0.16780012885675424,14.038654109278484
400,20140508T000000,413450,3,2.5,1540,1614,3.0,0,0.0,3.0,1470,70,2008,,9202A Interlake Ave N,Seattle,WA 98103,USA,-0.38400153495550565,0.04802777578924762,12.932291867150314
401,20140508T000000,330000,2,2.0,1550,435600,1.5,0,0.0,2.0,1550,0,1972,,36521 SE 94th St,Snoqualmie,WA 98065,USA,-0.6065060503737245,0.03607989118762975,12.706847933442663
402,20140508T000000,424500,3,1.75,1460,7700,1.0,0,0.0,3.0,1460,0,1979,,15917 NE 109th Way,Redmond,WA 98052,USA,-0.3545386842021046,0.04960985038299091,12.958667284733538
403,20140508T000000,230000,3,1.0,1390,16000,1.0,0,0.0,4.0,1390,0,1960,,322 9th Ave N,Algona,WA 98001,USA,-0.8731381838886662,0.021762474049681436,12.345834587905333
404,20140508T000000,930000,3,3.25,2640,4080,2.0,0,0.0,3.0,1840,800,1912,2000.0,4714 Thackeray Pl NE,Seattle,WA 98105,USA,0.9932867507159255,0.12198439401531963,13.742939865129438
405,20140508T000000,211000,4,1.0,2100,9200,1.0,0,0.0,3.0,1050,1050,1959,,14070 Military Rd S,Tukwila,WA 98168,USA,-0.9237982892565051,0.019042164793471254,12.259613412458204
406,20140508T000000,349000,3,1.75,1590,9620,1.0,0,0.0,3.0,1590,0,1988,,4924 SE 2nd Pl,Renton,WA 98059,USA,-0.5558459450058856,0.03880020044383993,12.762827201184564
407,20140508T000000,835000,4,2.0,1910,6960,1.5,0,0.0,5.0,1910,0,1941,,744 N 83rd St,Seattle,WA 98103,USA,0.739986223876731,0.10838284773426875,13.635187003832993
408,20140508T000000,988500,3,2.75,2015,16807,2.0,1,4.0,3.0,2015,0,2007,,2973-3563 SW 172nd St,Burien,WA 98166,USA,1.1492665488221665,0.1303600830410194,13.80394392159281
409,20140508T000000,785000,3,2.75,3010,1842,2.0,0,0.0,3.0,3010,0,2011,,2868 258th Pl SE,Sammamish,WA 98075,USA,0.6066701571192601,0.10122413916529459,13.573438996764546
410,20140508T000000,500000,3,1.75,1410,1197,3.0,0,0.0,3.0,1410,0,2012,,4010 Linden Ave N,Seattle,WA 98103,USA,-0.15323142339832363,0.06041950032214188,13.122363377404328
411,20140508T000000,499000,2,1.5,1110,957,2.0,0,0.0,3.0,930,180,2005,,1417 4th Ave W,Seattle,WA 98119,USA,-0.15589774473347306,0.0602763261507624,13.120361374733656
412,20140508T000000,375000,6,2.25,3206,5793,2.0,0,0.0,3.0,3206,0,2012,,25921-25929 35th Pl S,Kent,WA 98032,USA,-0.4865215902920007,0.04252272889970649,12.834681304952548
413,20140508T000000,321950,2,1.25,860,1277,2.0,0,0.0,3.0,860,0,2007,,2113 15th Ave S,Seattle,WA 98144,USA,-0.6279699371216773,0.03492733910802491,12.68215153296633
414,20140508T000000,494000,3,2.5,2310,4729,2.0,0,0.0,3.0,2310,0,2011,,7630 Todd Pl,Kenmore,WA 98028,USA,-0.16922935140922013,0.05956045529386498,13.110290796170059
415,20140508T000000,441750,2,1.5,1020,1060,3.0,0,0.0,3.0,1020,0,2008,,743 N 71st St,Seattle,WA 98103,USA,-0.3085446411707772,0.052079604839286996,12.998499390181943
416,20140508T000000,438000,2,1.0,980,1179,2.0,0,0.0,3.0,980,0,2010,,2050 14th Ave W,Seattle,WA 98119,USA,-0.31854334617758745,0.05154270169661392,12.989974189358584
417,20140509T000000,985000,4,2.25,4230,37769,2.0,0,0.0,3.0,4230,0,1989,,19505 NE 143rd St,Woodinville,WA 98077,USA,1.1399344241491434,0.1298589734411912,13.800396920154226
418,20140509T000000,428750,3,1.0,1620,30736,1.5,0,0.0,4.0,1620,0,1911,1977.0,16528 SE Newport Way,Bellevue,WA 98006,USA,-0.34320681852771956,0.05021834061135371,12.968629277462286
419,20140509T000000,352000,3,2.25,1640,11050,1.0,0,0.0,4.0,1640,0,1972,,14513-14521 164th Pl SE,Renton,WA 98059,USA,-0.5478469810004373,0.03922972295797838,12.771386454580234
420,20140509T000000,839900,4,3.5,3810,13592,1.0,0,1.0,3.0,2560,1250,2013,,2411 Meadow Ave N,Renton,WA 98056,USA,0.7530511984189631,0.1090844011740282,13.641038116113718
421,20140509T000000,765000,4,2.75,2790,10819,2.0,0,0.0,3.0,2790,0,1996,,19490 SE 57th Pl,Issaquah,WA 98027,USA,0.5533437304162718,0.09836065573770492,13.547631112808673
422,20140509T000000,460000,4,1.75,1750,5500,1.5,0,0.0,5.0,1050,700,1926,,7021 24th Ave NW,Seattle,WA 98117,USA,-0.2598842768043003,0.05469253346696256,13.038981768465277
423,20140509T000000,224500,4,1.0,1430,8355,1.5,0,0.0,4.0,1430,0,1983,,31714 125th Pl SE,Auburn,WA 98092,USA,-0.8878029512319879,0.020975016107094277,12.321630986164447
424,20140509T000000,254000,3,2.5,1850,4597,2.0,0,0.0,3.0,1850,0,2003,,15407 SE 252nd Pl,Covington,WA 98042,USA,-0.8091464718450802,0.025198654162789033,12.445089546000673
425,20140509T000000,255000,2,1.0,960,28717,1.0,0,0.0,4.0,960,0,1984,,29805-29821 129th Pl SW,Vashon,WA 98070,USA,-0.8064801505099307,0.025341828334168516,12.449018824140563
426,20140509T000000,610000,3,3.0,2480,45302,1.0,0,0.0,4.0,1620,860,1976,,19707 NE 181st St,Woodinville,WA 98077,USA,0.1400639234681122,0.07616865917388503,13.321214236149494
427,20140509T000000,920000,4,3.0,3750,11025,2.0,0,0.0,3.0,3750,0,1976,,3005 211th Ave NE,Sammamish,WA 98074,USA,0.9666235373644314,0.12055265230152482,13.732128949025222
428,20140509T000000,402500,4,2.5,2600,11951,2.0,0,0.0,3.0,2600,0,1988,,33134 3rd Ct SW,Federal Way,WA 98023,USA,-0.4131977535753918,0.046460018612642276,12.905450375840756
429,20140509T000000,280950,3,1.75,1390,8700,1.0,0,3.0,4.0,840,550,1912,,629-899 Cedar Ave S,Renton,WA 98057,USA,-0.7372891118628033,0.029057198081466104,12.545931996540345
430,20140509T000000,604000,4,2.5,2260,7753,2.0,0,0.0,3.0,2260,0,1989,,3809 260th Ave SE,Issaquah,WA 98029,USA,0.1240659954572157,0.07530961414560813,13.311329476916953
431,20140509T000000,565000,4,2.25,2470,7447,2.0,0,0.0,3.0,2470,0,1984,,4205 NE 169th Ct,Lake Forest Park,WA 98155,USA,0.020079463386388448,0.0697258214618083,13.244581010128577
432,20140509T000000,255000,2,1.0,810,7980,1.0,0,0.0,1.0,810,0,1928,,12727 2nd Ave SW,Seattle,WA 98146,USA,-0.8064801505099307,0.025341828334168516,12.449018824140563
433,20140509T000000,445000,4,2.0,1650,6000,1.0,0,0.0,5.0,1000,650,1959,,2211 20th Ave S,Seattle,WA 98144,USA,-0.29987909683154157,0.05254492089627031,13.005829561148378
434,20140509T000000,2400000,3,2.25,3000,11665,1.5,1,4.0,3.0,3000,0,2001,,East Lake Sammamish Trail,Sammamish,WA 98075,USA,4.912779113385568,0.3324504259431598,14.690979295318174
435,20140509T000000,195000,2,1.0,720,18000,1.0,0,0.0,3.0,720,0,1950,,10614 57th Ave S,Seattle,WA 98178,USA,-0.9664594306188957,0.016751378051399528,12.180754837545884
436,20140509T000000,275000,3,1.5,1390,48257,1.0,0,0.0,3.0,1390,0,1922,2013.0,4609-4699 Preston-Fall City Rd SE,Fall City,WA 98024,USA,-0.7531537238069425,0.028205311761758174,12.524526376648708
437,20140509T000000,387000,3,2.25,1445,1606,2.0,0,0.0,3.0,1300,145,2003,,206-458 Lingering Pine Dr NW,Issaquah,WA 98027,USA,-0.4545257342702077,0.04424081895626029,12.866179972011919
438,20140509T000000,490000,2,1.0,1840,3300,1.5,0,0.0,4.0,1130,710,1910,,6255 4th Ave NW,Seattle,WA 98107,USA,-0.17989463674981782,0.05898775860834705,13.102160670086809
439,20140509T000000,505000,3,2.5,2100,5824,2.0,0,2.0,3.0,2100,0,1999,,7418 Dogwood Ln SE,Snoqualmie,WA 98065,USA,-0.13989981672257656,0.0611353711790393,13.132313708257497
440,20140509T000000,303500,3,1.5,1060,10464,1.0,0,0.0,4.0,1060,0,1973,,14320 84th Ave NE,Kirkland,WA 98034,USA,-0.677163565755184,0.03228577564607345,12.62313688948169
441,20140509T000000,270000,3,1.5,1500,6337,1.0,0,0.0,5.0,1500,0,1953,,13532 15th Pl NE,Seattle,WA 98125,USA,-0.7664853304826895,0.02748944090486076,12.506177237980511
442,20140509T000000,323000,4,2.75,1970,7213,1.0,0,0.0,3.0,1170,800,1977,,17814 161st Ave SE,Renton,WA 98058,USA,-0.6251702997197705,0.03507767198797337,12.685407602204794
443,20140509T000000,382000,3,3.25,1410,1253,3.0,0,0.0,3.0,1410,0,2005,,9507 Ashworth Ave N,Seattle,WA 98103,USA,-0.4678573409459548,0.04352494809936287,12.853175887588712
444,20140509T000000,525000,3,2.5,2030,6970,2.0,0,0.0,4.0,2030,0,1991,,3913 255th Pl SE,Issaquah,WA 98029,USA,-0.08657339001958822,0.06399885460662896,13.17115354157376
445,20140509T000000,1370000,4,2.75,3720,9450,1.0,0,4.0,5.0,1960,1760,1962,,13615 Somerset Ln SE,Bellevue,WA 98006,USA,2.166468138181669,0.18498102942229222,14.130321297804308
446,20140509T000000,280000,4,2.0,2190,14439,1.0,0,0.0,4.0,1180,1010,1977,,3331 S 368th Pl,Auburn,WA 98001,USA,-0.7398221171311953,0.028921182618655596,12.542544882151386
447,20140509T000000,260000,3,2.0,1920,8075,1.0,0,0.0,4.0,1510,410,1969,,32704 33rd Ave SW,Federal Way,WA 98023,USA,-0.7931485438341837,0.02605769919106593,12.468436909997665
448,20140509T000000,201500,3,1.0,1160,8320,1.0,0,0.0,4.0,1160,0,1959,,24345 35th Pl S,Kent,WA 98032,USA,-0.9491283419404245,0.01768201016536617,12.213544660368875
449,20140509T000000,1157200,4,4.25,5860,52889,2.0,0,0.0,4.0,4910,950,1996,,13905 184th Ave NE,Woodinville,WA 98072,USA,1.599074958061873,0.15451356575273822,13.961513852084117
450,20140509T000000,536500,4,1.75,2000,4000,1.5,0,0.0,5.0,1450,550,1926,,4127 Fauntleroy Way SW,Seattle,WA 98126,USA,-0.05591069466536993,0.06564535757749303,13.19282184105289
451,20140509T000000,248000,4,3.0,2163,5883,2.0,0,0.0,3.0,2163,0,2006,,429 Milwaukee Blvd S,Algona,WA 98001,USA,-0.8251443998559767,0.02433960913451213,12.421184025147118
452,20140509T000000,532000,5,3.0,3480,57499,1.0,0,0.0,4.0,2340,1140,1976,,23801 SE 162nd St,Issaquah,WA 98027,USA,-0.0679091406735423,0.06500107380628535,13.184398768323781
453,20140509T000000,580000,4,2.5,2840,6268,2.0,0,0.0,3.0,2840,0,1998,,15217 80th Ave NE,Kenmore,WA 98028,USA,0.0600742834136297,0.07187343403250054,13.270783382522602
454,20140509T000000,463000,2,1.0,1150,4400,1.0,0,0.0,4.0,1150,0,1905,,401 31st Ave E,Seattle,WA 98112,USA,-0.25188531279885207,0.055122055981101,13.045482333068371
455,20140509T000000,742500,4,2.75,3100,3773,2.0,0,0.0,3.0,2000,1100,1919,1996.0,1614 32nd Ave,Seattle,WA 98122,USA,0.4933515003754099,0.09513923688166655,13.517778149658993
456,20140509T000000,260000,3,2.5,1420,14850,1.0,0,0.0,4.0,1020,400,1963,,3319 S 262nd St,Kent,WA 98032,USA,-0.7931485438341837,0.02605769919106593,12.468436909997665
457,20140509T000000,590000,4,2.25,2430,32496,1.0,0,0.0,3.0,2430,0,1993,,18616 215th Way NE,Woodinville,WA 98077,USA,0.08673749676512386,0.07330517574629537,13.287877815881902
458,20140509T000000,312000,4,2.25,1930,7452,1.0,0,0.0,3.0,1430,500,1984,,21423 114th Pl SE,Kent,WA 98031,USA,-0.654499834406414,0.033502756102799056,12.65075846679162
459,20140509T000000,705000,2,2.5,2200,188200,1.0,0,3.0,3.0,2200,0,2007,,39612 254th Ave SE,Enumclaw,WA 98022,USA,0.39336445030730677,0.08977020545493593,13.465953081794405
460,20140509T000000,566000,3,2.25,1660,10140,1.0,0,0.0,4.0,1370,290,1980,,9828 159th Pl NE,Redmond,WA 98052,USA,0.022745784721537866,0.06986899563318778,13.24634935718532
461,20140509T000000,511555,3,2.0,1400,7293,1.0,0,0.0,4.0,1400,0,1963,,2655 166th Ave SE,Bellevue,WA 98008,USA,-0.12242208037067213,0.062073877872431814,13.145210385474938
462,20140509T000000,583000,4,2.5,2660,4000,2.0,0,0.0,3.0,2660,0,2001,,9921 227th Way NE,Redmond,WA 98053,USA,0.06807324741907796,0.07230295654663899,13.27594246533263
463,20140509T000000,290000,4,2.5,2000,13300,1.0,0,0.0,4.0,1200,800,1968,,3026 S Star Lake Rd,Auburn,WA 98001,USA,-0.7131589037797011,0.030352924332450425,12.577636201962656
464,20140509T000000,311100,4,2.25,2130,8078,1.0,0,0.0,4.0,1380,750,1977,,3502 Morris Ave S,Renton,WA 98055,USA,-0.6568995236080485,0.033373899348557515,12.647869682885728
465,20140509T000000,325000,3,2.25,1352,1694,3.0,0,0.0,3.0,1352,0,2007,,1211 NE 135th St,Seattle,WA 98125,USA,-0.6198376570494716,0.03536402033073233,12.691580461311874
466,20140509T000000,759000,3,2.25,2950,78843,1.5,0,0.0,3.0,2950,0,2006,,1918 202nd Pl SE,Sammamish,WA 98075,USA,0.5373458024053753,0.09750161070942802,13.539757056377766
467,20140509T000000,491300,3,1.75,1750,11340,1.0,0,1.0,4.0,1300,450,1987,,400-498 211th Pl NE,Sammamish,WA 98074,USA,-0.17642841901412357,0.059173885031140384,13.10481021815674
468,20140509T000000,315000,5,1.75,2320,8100,1.0,0,0.0,4.0,1160,1160,1956,,439 SW 156th St,Burien,WA 98166,USA,-0.6465008704009657,0.033932278616937504,12.66032791780777
469,20140509T000000,360000,2,1.0,1420,81892,1.0,0,0.0,3.0,1180,240,1956,,18730-18798 109 Ln SE,Renton,WA 98055,USA,-0.526516410319242,0.04037511632901424,12.793859310432293
470,20140509T000000,330000,4,2.5,1940,3784,2.0,0,0.0,3.0,1940,0,2003,,16828 166th Pl SE,Renton,WA 98058,USA,-0.6065060503737245,0.03607989118762975,12.706847933442663
471,20140509T000000,481450,3,2.0,1410,4800,1.0,0,0.0,3.0,1410,0,1940,,7701 16th Ave NW,Seattle,WA 98117,USA,-0.20269168416534533,0.057763619443052465,13.08455766266843
472,20140509T000000,234950,3,1.0,1360,9948,1.0,0,0.0,3.0,1360,0,1977,,21612 SE 290th Ct,Black Diamond,WA 98010,USA,-0.8599398932796766,0.022471186198009876,12.367128004530962
473,20140509T000000,251000,3,1.75,1220,7250,1.0,0,0.0,3.0,1220,0,1962,,445 Meadow Dr SE,North Bend,WA 98045,USA,-0.8171454358505285,0.024769131648650584,12.43320821811392
474,20140509T000000,782000,4,2.5,2830,20345,2.0,0,0.0,3.0,1980,850,1979,,11110 NE 38th Pl,Bellevue,WA 98004,USA,0.5986711931138119,0.10079461665115613,13.569610019527449
475,20140509T000000,833000,4,2.75,3780,10308,2.0,0,0.0,3.0,3780,0,1999,,26621 SE 22nd Way,Sammamish,WA 98075,USA,0.7346535812064321,0.10809649939150978,13.632788921148979
476,20140509T000000,542500,4,2.5,2330,14289,2.0,0,0.0,4.0,2330,0,1978,,2084-2104 144th Ave SE,Bellevue,WA 98007,USA,-0.03991276665447343,0.06650440260576992,13.203943364396752
477,20140509T000000,851000,3,2.5,3560,107290,2.0,0,0.0,3.0,3560,0,1987,,21630-21648 NE 67th St,Redmond,WA 98053,USA,0.7826473652391216,0.11067363447634047,13.65416740755551
478,20140509T000000,325000,4,1.5,1470,70800,1.0,0,0.0,3.0,1470,0,1976,,29606 SE 286 St,Ravensdale,WA 98051,USA,-0.6198376570494716,0.03536402033073233,12.691580461311874
479,20140509T000000,415000,4,2.25,3060,48787,2.0,0,0.0,3.0,3060,0,1992,,31701-31799 SE 291st St,Ravensdale,WA 98051,USA,-0.37986873688602407,0.048249695754885816,12.936033799212835
480,20140509T000000,431000,4,2.25,2170,10500,1.0,0,2.0,4.0,1270,900,1960,,216 SW 183rd St,Normandy Park,WA 98166,USA,-0.3372075955236334,0.05054048249695755,12.973863369085885
481,20140509T000000,252500,3,1.0,1030,6127,1.0,0,0.0,3.0,880,150,1947,,819 NE 125th St,Seattle,WA 98125,USA,-0.8131459538478043,0.024983892905719805,12.439166527697552
482,20140509T000000,465000,4,2.5,1930,9653,1.0,0,0.0,4.0,1930,0,1968,,29612 2nd Ave SW,Federal Way,WA 98023,USA,-0.24655267012855323,0.05540840432385997,13.049792684569493
483,20140509T000000,336900,3,1.75,1780,120661,1.0,0,0.0,4.0,1780,0,1979,,33030 NE 201st St,Duvall,WA 98019,USA,-0.5881084331611935,0.037067792970148186,12.727541429394645
484,20140509T000000,225000,3,2.5,2000,9202,2.0,0,0.0,4.0,2000,0,1992,,21227 SE 278th Way,Maple Valley,WA 98038,USA,-0.8864697905644132,0.021046603192784022,12.323855681186558
485,20140509T000000,270000,3,2.0,1690,9583,1.0,0,0.0,4.0,1690,0,1969,,108-150 Union Ave SE,Renton,WA 98059,USA,-0.7664853304826895,0.02748944090486076,12.506177237980511
486,20140509T000000,1702500,5,4.5,5190,23716,2.0,0,2.0,3.0,3390,1800,1987,2000.0,8608 N Mercer Way,Mercer Island,WA 98040,USA,3.05301998211885,0.23258644140597037,14.347608317005804
487,20140509T000000,536000,3,1.75,1300,5413,1.5,0,0.0,3.0,1300,0,1925,1992.0,9610 8th Ave NE,Seattle,WA 98115,USA,-0.05724385533294463,0.06557377049180328,13.19188944005294
488,20140509T000000,585000,4,3.25,2400,29252,2.0,0,0.0,4.0,2400,0,1982,,15610 NE 159th St,Woodinville,WA 98072,USA,0.07340589008937679,0.07258930488939795,13.279367126213993
489,20140509T000000,445000,2,2.0,1150,6634,1.0,0,0.0,3.0,860,290,1940,,1721 NE 98th St,Seattle,WA 98115,USA,-0.29987909683154157,0.05254492089627031,13.005829561148378
490,20140509T000000,320000,4,2.25,2310,7490,2.0,0,0.0,3.0,2310,0,1980,,11131 SE 183rd Pl,Renton,WA 98055,USA,-0.6331692637252186,0.03464814947383492,12.676076274775909
491,20140509T000000,769900,4,3.5,2730,3047,2.0,0,0.0,3.0,2400,330,2006,,2653 46th Ave SW,Seattle,WA 98116,USA,0.5664087049585039,0.09906220917746439,13.554015915266142
492,20140509T000000,557000,4,2.5,2840,4500,2.0,0,0.0,3.0,2840,0,2012,,19226 76th Pl NE,Kenmore,WA 98028,USA,-0.0012511072948068849,0.06858042809077243,13.230320518909421
493,20140509T000000,212000,2,1.5,1020,1525,2.0,0,0.0,3.0,1020,0,2004,,10312 Linden Ave N,Seattle,WA 98133,USA,-0.9211319679213557,0.019185338964850737,12.26434155365415
494,20140509T000000,376000,3,2.0,1340,1384,3.0,0,0.0,3.0,1340,0,2008,,9245-9249 Fremont Ave N,Seattle,WA 98103,USA,-0.4838552689568513,0.042665903071085975,12.837344422372032
495,20140509T000000,800000,4,3.25,3540,159430,2.0,0,0.0,3.0,3540,0,2007,,33001 NE 24th St,Carnation,WA 98014,USA,0.6466649771465014,0.10337175173598684,13.592367006650065
496,20140509T000000,2238888,5,6.5,7270,130017,2.0,0,0.0,3.0,6420,850,2010,,7070 270th Pl SE,Issaquah,WA 98029,USA,4.483202750436975,0.30938334884386853,14.621489871998335
497,20140509T000000,324000,3,2.25,998,904,2.0,0,0.0,3.0,798,200,2007,,820 NW 95th St,Seattle,WA 98117,USA,-0.622503978384621,0.03522084615935285,12.688498794774466
498,20140510T000000,549900,5,2.75,3060,7015,1.0,0,0.0,5.0,1600,1460,1979,,10834 31st Ave SW,Seattle,WA 98146,USA,-0.020181988774367745,0.0675638914739781,13.217491722495906
499,20140510T000000,320000,3,2.5,2130,6969,2.0,0,0.0,3.0,2130,0,2003,,Cedar to Green River Trail,Maple Valley,WA 98038,USA,-0.6331692637252186,0.03464814947383492,12.676076274775909
500,20140510T000000,875000,4,2.0,2520,6000,1.0,0,0.0,3.0,1400,1120,1921,2007.0,6521 Fremont Ave N,Seattle,WA 98103,USA,0.8466390772827076,0.11410981458944808,13.681979165339751
501,20140510T000000,265000,4,1.0,1940,9533,1.0,0,0.0,3.0,1080,860,1962,,9908 S 210th Pl,Kent,WA 98031,USA,-0.7798169371584366,0.026773570047963345,12.487485104968359
502,20140510T000000,394950,3,2.5,1350,1250,3.0,0,0.0,3.0,1270,80,2006,,5940 California Ave SW,Seattle,WA 98136,USA,-0.43332847965576987,0.045379053618727176,12.886514453592564
503,20140511T000000,842500,4,2.5,2160,5298,2.5,0,0.0,4.0,2160,0,1902,,906 17th Ave,Seattle,WA 98122,USA,0.7599836338903516,0.10945665401961487,13.644128941208654
504,20140511T000000,368000,3,2.5,1370,1350,2.0,0,0.0,3.0,1010,360,2007,,5411 Fauntleroy Way SW,Seattle,WA 98136,USA,-0.5051858396380466,0.041520509700050105,12.815838217151068
505,20140512T000000,1225000,4,4.5,5420,101930,1.0,0,0.0,3.0,3890,1530,2001,,25005 NE Patterson Way,Redmond,WA 98053,USA,1.7798515445850034,0.16422077457226716,14.018451401960965
506,20140512T000000,885000,4,2.5,2830,5000,2.0,0,0.0,3.0,2830,0,1995,,3503 NE 43rd St,Seattle,WA 98105,USA,0.8733022906342018,0.11554155630324289,13.693342923990066
507,20140512T000000,453246,3,2.5,2010,2287,2.0,0,0.0,3.0,1390,620,2014,,2500 Mulberry Walk NE,Issaquah,WA 98029,USA,-0.27789261110189944,0.053725535113465527,13.024190303426474
508,20140512T000000,927000,4,2.75,3300,12090,2.0,0,0.0,3.0,3300,0,1953,,9155 NE 21st Pl,Clyde Hill,WA 98004,USA,0.9852877867104773,0.12155487150118119,13.739708844547993
509,20140512T000000,490000,2,2.5,1230,1391,2.0,0,0.0,3.0,870,360,2004,,106 24th Ave E,Seattle,WA 98112,USA,-0.17989463674981782,0.05898775860834705,13.102160670086809
510,20140512T000000,341000,3,1.5,1720,7119,1.5,0,0.0,4.0,1720,0,1952,,17050 14th Avenue Northeast,Shoreline,WA 98155,USA,-0.577176515687081,0.03765480707280407,12.739637756265655
511,20140512T000000,235000,1,1.0,810,2451,1.0,0,0.0,5.0,810,0,1941,,9413 34th Ave SW,Seattle,WA 98126,USA,-0.8598065772129191,0.02247834490657885,12.367340793126296
512,20140512T000000,1200000,3,1.75,1560,8078,1.5,1,4.0,4.0,1560,0,1928,,3603 W Mercer Way,Mercer Island,WA 98040,USA,1.7131935112062682,0.16064142028778008,13.997832114758229
513,20140512T000000,560000,3,2.0,2560,216777,1.0,0,0.0,3.0,2560,0,1986,,19211 SE 342nd St,Auburn,WA 98092,USA,0.006747856710641365,0.06900995060491089,13.235692062711331
514,20140512T000000,450000,3,1.5,1770,17208,1.0,0,0.0,3.0,1160,610,1959,,16726 SE 45th St,Bellevue,WA 98006,USA,-0.28654749015579445,0.05326079175316773,13.017002861746503
515,20140512T000000,900000,4,3.25,4700,38412,2.0,0,0.0,3.0,3420,1280,1978,,3709 131st Ave NE,Bellevue,WA 98005,USA,0.913297110661443,0.11768916887393516,13.710150042306449
516,20140512T000000,255000,2,1.0,1220,2500,1.0,0,0.0,3.0,770,450,1910,,3017 SW Hinds St,Seattle,WA 98126,USA,-0.8064801505099307,0.025341828334168516,12.449018824140563
517,20140512T000000,1575000,5,2.75,3650,20150,1.0,0,0.0,4.0,2360,1290,1975,,1216 86th Ave NE,Bellevue,WA 98004,USA,2.7130640118872993,0.21433173455508628,14.269765830241871
518,20140512T000000,876650,3,3.25,2170,12508,1.5,0,0.0,5.0,1650,520,1928,1970.0,4436-4446 W Mercer Way,Mercer Island,WA 98040,USA,0.8510385074857042,0.11434605197222422,13.683863103898274
519,20140512T000000,540000,4,2.25,2540,228254,1.0,0,0.0,3.0,1450,1090,1990,,31907 NE 139th St,Duvall,WA 98019,USA,-0.04657856999234697,0.06614646717732121,13.199324418540456
520,20140512T000000,350000,2,1.0,910,4500,1.5,0,0.0,4.0,910,0,1906,,4430 Letitia Ave S,Seattle,WA 98118,USA,-0.5531796236707361,0.03894337461521941,12.765688433465597
521,20140512T000000,750000,4,2.5,2980,4930,2.0,0,0.0,3.0,2890,90,2000,,16512 SE 64th Pl,Bellevue,WA 98006,USA,0.5133489103890305,0.09621304316701268,13.527828485512494
522,20140512T000000,582000,4,1.75,2120,4650,1.0,0,1.0,3.0,1190,930,1951,,9214 Cyrus Ave NW,Seattle,WA 98117,USA,0.06540692608392853,0.07215978237525951,13.274225726713574
523,20140512T000000,1315000,4,3.5,3460,3997,2.0,0,0.0,3.0,2560,900,2004,,2346 N 59th St,Seattle,WA 98103,USA,2.019820464748451,0.17710644999642064,14.089347223594002
524,20140512T000000,372500,5,3.0,2480,10090,1.0,0,0.0,3.0,1300,1180,2004,,5537 S 119th St,Seattle,WA 98178,USA,-0.4931873936298743,0.04216479347125778,12.827992316801751
525,20140512T000000,410000,3,2.25,2200,16921,2.0,0,0.0,3.0,2200,0,1987,,21709 SE 255th Pl,Maple Valley,WA 98038,USA,-0.39320034356177114,0.0475338248979884,12.92391243868049
526,20140512T000000,360000,4,2.0,1730,5500,1.0,0,0.0,5.0,1010,720,1943,,7953 14th Ave SW,Seattle,WA 98106,USA,-0.526516410319242,0.04037511632901424,12.793859310432293
527,20140512T000000,1014999,3,2.5,2920,34527,1.0,0,4.0,4.0,1800,1120,1954,1983.0,5220 SW Pritchard St,Seattle,WA 98116,USA,1.219921397882291,0.13415405540840433,13.830398185235865
528,20140512T000000,225000,3,1.0,990,8012,1.0,0,0.0,4.0,990,0,1966,,16411 120th Ave SE,Renton,WA 98058,USA,-0.8864697905644132,0.021046603192784022,12.323855681186558
529,20140512T000000,647000,4,2.5,3040,6887,2.0,0,0.0,3.0,3040,0,1999,,215 243rd Ave SE,Sammamish,WA 98074,USA,0.23871781286864063,0.0814661035149259,13.380101573483037
530,20140512T000000,950000,5,3.0,4530,258746,1.5,0,0.0,4.0,3200,1330,2003,,20325 NE 198th St,Woodinville,WA 98077,USA,1.0466131774189138,0.12484787744290932,13.764217263576723
531,20140512T000000,185000,3,1.5,1370,8470,1.0,0,0.0,4.0,1370,0,1961,,2420 Dogwood St SE,Auburn,WA 98092,USA,-0.9931226439703899,0.015319636337604697,12.128111104060462
532,20140512T000000,335000,3,2.5,1940,4927,2.0,0,0.0,3.0,1940,0,2004,,17217 Woodside Dr SE,Renton,WA 98058,USA,-0.5931744436979774,0.03679576204452716,12.721885810807203
533,20140512T000000,210000,3,2.5,1040,2643,2.0,0,0.0,3.0,720,320,2004,,5145 S Roxbury St,Seattle,WA 98118,USA,-0.9264646105916545,0.01889899062209177,12.254862809699606
534,20140512T000000,522000,4,2.25,1800,8623,1.0,0,0.0,4.0,1360,440,1980,,11725 NE 102nd Pl,Kirkland,WA 98033,USA,-0.09457235402503647,0.06356933209249052,13.165422866864775
